0	0	0	1.36773e-06    1.35647e-06    7246           
1	0	0	1.36075e-06    1.36075e-06    7219           
2	0	0	1.36655e-06    1.36655e-06    7203           
3	0	0	1.38007e-06    1.38007e-06    7164           
4	0	0	1.37499e-06    1.37499e-06    7163           
5	0	0	1.38934e-06    1.38933e-06    7179           
6	0	0	1.39429e-06    1.39429e-06    7168           
7	0	0	1.40129e-06    1.40129e-06    7130           
8	0	0	1.41128e-06    1.41128e-06    7145           
9	0	0	1.41403e-06    1.41403e-06    7120           
10	0	0	1.42699e-06    1.42699e-06    7115           
11	0	0	1.43678e-06    1.43678e-06    7135           
12	0	0	1.44398e-06    1.44398e-06    7090           
13	0	0	1.45162e-06    1.45162e-06    7103           
14	0	0	1.46056e-06    1.46056e-06    7083           
15	0	0	1.46325e-06    1.46325e-06    7088           
16	0	0	1.47317e-06    1.47317e-06    7075           
17	0	0	1.48181e-06    1.48181e-06    7050           
18	0	0	1.49791e-06    1.49791e-06    7033
19	0	0	1.505e-06      1.505e-06      7063           
20	0	0	1.50675e-06    1.50675e-06    7053           
21	0	0	1.51681e-06    1.51681e-06    7036           
22	0	0	1.52822e-06    1.52822e-06    7050           
23	0	0	1.53498e-06    1.53498e-06    7040           
24	0	0	1.54701e-06    1.54701e-06    6999           
25	0	0	1.55274e-06    1.55291e-06    6989           
26	0	0	1.56704e-06    1.56727e-06    6975           
27	0	0	1.57042e-06    1.57042e-06    6980           
28	0	0	1.58398e-06    1.58398e-06    6951           
29	0	0	1.59531e-06    1.59531e-06    6971           
30	0	0	1.60333e-06    1.60333e-06    6992           
31	0	0	1.61748e-06    1.61748e-06    6994           
32	0	0	1.6259e-06     1.6259e-06     6985           
33	0	0	1.64024e-06    1.64024e-06    6976           
34	0	0	1.65296e-06    1.65296e-06    6991           
35	0	0	1.65983e-06    1.65983e-06    6987           
36	0	0	1.66879e-06    1.66879e-06    6987           
37	0	0	1.68346e-06    1.68346e-06    6977           
38	0	0	1.70201e-06    1.70201e-06    6986           
39	0	0	1.72201e-06    1.72201e-06    6992           
40	0	0	1.73184e-06    1.73184e-06    6984           
41	0	0	1.74963e-06    1.74963e-06    6962           
42	0	0	1.76622e-06    1.76622e-06    6957           
43	0	0	1.78111e-06    1.78111e-06    6970           
44	0	0	1.7937e-06     1.7937e-06     6980           
45	0	0	1.81148e-06    1.81148e-06    6980           
46	0	0	1.82811e-06    1.82811e-06    6946           
47	0	0	1.8459e-06     1.8459e-06     6938           
48	0	0	1.86636e-06    1.86636e-06    6926           
49	0	0	1.87124e-06    1.87124e-06    6924           
50	0	0	1.88712e-06    1.88712e-06    7275           
51	0	0	1.90893e-06    1.90893e-06    6905           
52	0	0	1.93507e-06    1.93507e-06    6908           
53	0	0	1.94983e-06    1.94962e-06    6907           
54	0	0	1.97205e-06    1.97174e-06    6895           
55	0	0	1.99459e-06    1.99434e-06    6892           
56	0	0	2.02373e-06    2.02344e-06    6879           
57	0	0	2.04004e-06    2.04004e-06    6898           
58	0	0	2.05953e-06    2.05953e-06    6896           
59	0	0	2.08137e-06    2.08137e-06    6890           
60	0	0	2.11076e-06    2.11076e-06    6881           
61	0	0	2.13859e-06    2.13827e-06    6847           
62	0	0	2.16684e-06    2.16684e-06    6866           
63	0	0	2.19755e-06    2.19755e-06    6860           
64	0	0	2.22747e-06    2.22747e-06    6837           
65	0	0	2.25824e-06    2.25796e-06    6849           
66	0	0	2.295e-06      2.295e-06      6832           
67	0	0	2.33123e-06    2.33123e-06    6840           
68	0	0	2.37536e-06    2.37536e-06    6827           
69	0	0	2.41441e-06    2.41441e-06    6831           
70	0	0	2.46129e-06    2.46129e-06    6817           
71	0	0	2.50931e-06    2.50931e-06    6811           
72	0	0	2.54734e-06    2.54734e-06    6838           
73	0	0	2.58833e-06    2.58832e-06    6801           
74	0	0	2.63828e-06    2.63828e-06    6779           
75	0	0	2.68532e-06    2.68532e-06    6787           
76	0	0	2.74744e-06    2.74744e-06    6781           
77	0	0	2.81667e-06    2.81667e-06    6750           
78	0	0	2.90151e-06    2.90151e-06    6742           
79	0	0	2.9806e-06     2.9806e-06     6737           
80	0	0	3.06022e-06    3.06022e-06    6738           
81	0	0	3.14583e-06    3.14534e-06    6686           
82	0	0	3.23817e-06    3.23774e-06    6700           
83	0	0	3.3631e-06     3.36226e-06    6683           
84	0	0	3.4711e-06     3.47023e-06    6651           
85	0	0	3.5981e-06     3.59766e-06    6635           
86	0	0	3.77491e-06    3.77446e-06    6619           
87	0	0	4.01414e-06    4.01301e-06    6617           
88	0	0	4.32338e-06    4.32271e-06    6615           
89	0	0	4.69857e-06    4.6979e-06     6612           
90	0	0	5.16545e-06    5.16522e-06    6561           
91	0	0	5.65635e-06    5.65593e-06    6440           
92	0	0	5.97269e-06    5.97269e-06    6182           
93	0	0	6.08789e-06    6.08662e-06    5726           
94	0	0	5.68731e-06    5.6865e-06     5013           
95	0	0	4.8674e-06     4.86698e-06    4089           
96	0	0	3.73597e-06    3.73597e-06    3044           
97	0	0	2.56471e-06    2.56471e-06    2045           
98	0	0	1.5473e-06     1.5473e-06     1212           
99	0	0	7.64667e-07    7.64667e-07    607            
100	0	0	3.76027e-07    3.76027e-07    292            
101	0	0	1.5372e-07     1.5372e-07     116            
102	0	0	6.23713e-08    6.23713e-08    50             
103	0	0	2.4869e-08     2.4869e-08     19             
104	0	0	6.2632e-09     6.2632e-09     5              
105	0	0	7.83385e-10    7.83385e-10    1              
